name,salary_from,salary_to,salary_currency,area_name,published_at
Токарь (Пермь),Великий Новгород,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Воронеж,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Наладчик технологического оборудования,Кстово,50000.0,80000.0,RUR,2022-12-01T09:48:07+0300
Техник лаборатории неразрушающего контроля,Краснодар,100000.0,100000.0,RUR,2022-12-01T10:05:54+0300
Механик по специализированной технике,Иркутск,148000.0,165000.0,RUR,2022-12-01T08:39:11+0300
Шлифовщик,Мегион,120000.0,,RUR,2022-12-01T11:36:53+0300
Сверловщик,Нижний Тагил,94000.0,,RUR,2022-12-01T08:31:16+0300
Токарь (Пермь),Киров (Кировская область),106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Орел,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Ярославль,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Великий Новгород,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Нижний Новгород,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Технический специалист (IT),Алматы,200000.0,300000.0,KZT,2022-12-01T08:57:21+0300
Техник лаборатории неразрушающего контроля,Самара,100000.0,100000.0,RUR,2022-12-01T10:05:54+0300
Мастер СТО,Омск,60000.0,,RUR,2022-12-01T08:47:46+0300
Токарь (Пермь),Псков,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь-расточник,Саранск,30000.0,,RUR,2022-12-01T10:54:51+0300
Токарь,Стерлитамак,57000.0,97000.0,RUR,2022-12-01T09:26:32+0300
Фрезеровщик (Пермь),Соликамск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь (Пермь),Тамбов,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Саратов,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Томск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Заведующий отделом информационных технологий,Ульяновск,30000.0,40000.0,RUR,2022-12-01T09:40:36+0300
Токарь,Уссурийск,50000.0,,RUR,2022-12-01T01:53:37+0300
Фрезеровщик (Пермь),Рязань,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Электрик-механик,Мытищи,80000.0,,RUR,2022-12-01T08:44:28+0300
Токарь-расточник,Томск,140000.0,,RUR,2022-12-01T11:31:48+0300
"Токарь( Электронное оборудование, приборы и компоненты)",Санкт-Петербург,50000.0,55000.0,RUR,2022-12-01T10:26:38+0300
Оператор станков с программным управлением,Тюмень,60000.0,,RUR,2022-12-01T07:28:33+0300
Токарь (Пермь),Ярославль,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Оса,106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Токарь-расточник (г.Пермь),Воронеж,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-карусельщик,Курган,130000.0,,RUR,2022-12-01T09:30:25+0300
Оператор гибочного пресса/гильотина,Люберцы,75000.0,,RUR,2022-12-01T09:32:50+0300
Токарь (Пермь),Соликамск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Специалист (по сопровождению 1С),Кемерово,150000.0,150000.0,RUR,2022-12-01T11:23:06+0300
Токарь-расточник (г.Пермь),Казань,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Руководитель направления по разработке интеграционных проектов,Новосибирск,70000.0,,RUR,2022-12-01T05:25:27+0300
Оператор (наладчик) ЧПУ Токарная группа,Волгоград,,110000.0,RUR,2022-12-01T09:07:00+0300
DevOps инженер,Москва,,250000.0,RUR,2022-12-01T10:18:56+0300
Токарь (Пермь),Рязань,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Специалист технической поддержки,Красноярск,40000.0,40000.0,RUR,2022-12-01T05:18:30+0300
Радиомеханик по ремонту РЭО,Владивосток,40000.0,60000.0,RUR,2022-12-01T04:28:35+0300
Токарь-расточник,Калуга,134000.0,,RUR,2022-12-01T08:36:57+0300
Токарь-фрезеровщик,Калуга,124000.0,,RUR,2022-12-01T08:37:01+0300
Токарь (Пермь),Воронеж,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Ведущий инженер КИП и А,Новосибирск,,75000.0,RUR,2022-12-01T08:33:29+0300
"Cпециалист по бизнес-анализу, планированию и отчетности",Екатеринбург,,70000.0,RUR,2022-12-01T07:10:19+0300
Строгальщик (г. Челябинск),Оренбург,105000.0,,RUR,2022-12-01T10:31:30+0300
Токарь,Арсеньев,50000.0,,RUR,2022-12-01T01:53:37+0300
Токарь,Владивосток,50000.0,,RUR,2022-12-01T01:53:37+0300
Токарь (Пермь),Кемерово,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Липецк,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Вологда,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Смоленск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Екатеринбург,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Механик холодильного цеха,Калачинск,,45000.0,RUR,2022-12-01T05:23:36+0300
Шлифовщик,Стрежевой,120000.0,,RUR,2022-12-01T11:36:53+0300
Оператор станков с ЧПУ,Москва,90000.0,,RUR,2022-12-01T10:14:58+0300
Токарь (Пермь),Санкт-Петербург,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Оператор станков с ЧПУ,Чебоксары,,120000.0,RUR,2022-12-01T09:46:18+0300
Сигналист на участок Улак-Февральск,Зея,70000.0,70000.0,RUR,2022-12-01T01:56:10+0300
Токарь (Пермь),Москва,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Добрянка,106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Журналист-редактор,Казань,,15000.0,RUR,2022-12-01T10:52:25+0300
Токарь (Пермь),Нытва,106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Фрезеровщик (Пермь),Калуга,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Липецк,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Ярославль,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-расточник (г.Пермь),Нытва,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-универсал,Новокузнецк,40000.0,,RUR,2022-12-01T05:22:49+0300
Токарь-расточник,Курган,140000.0,,RUR,2022-12-01T11:31:48+0300
Механик (г. Североуральск),Краснотурьинск,50000.0,,RUR,2022-12-01T07:28:09+0300
Токарь,Рязань,121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
Главный механик,Ишим,60000.0,,RUR,2022-12-01T11:58:18+0300
Техник лаборатории неразрушающего контроля,Оренбург,100000.0,100000.0,RUR,2022-12-01T10:05:54+0300
Оператор станков с ПУ (фрезерная группа),Санкт-Петербург,74000.0,120000.0,RUR,2022-12-01T10:25:40+0300
Специалист по ремонту оргтехники,Курск,,46000.0,RUR,2022-12-01T09:20:28+0300
Токарь (Пермь),Томск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Kubernetes DevOps Engineer,Москва,3000.0,5000.0,EUR,2022-12-01T09:38:09+0300
Механик,Рубцовск,50000.0,,RUR,2022-12-01T10:41:17+0300
Оператор станков с ЧПУ,Нижний Тагил,106000.0,,RUR,2022-12-01T08:30:15+0300
Токарь,Ростов-на-Дону,86000.0,,RUR,2022-12-01T08:32:42+0300
Фрезеровщик,Ростов-на-Дону,85000.0,,RUR,2022-12-01T08:32:00+0300
Специалист по повышению осведомленности об информационной безопасности (Практикант),Москва,48000.0,,RUR,2022-12-01T09:07:48+0300
Токарь,Сарапул,100000.0,130000.0,RUR,2022-12-01T10:27:12+0300
Токарь,Нижний Тагил,91500.0,,RUR,2022-12-01T08:29:50+0300
Специалист по защите информации,Иркутск,34000.0,,RUR,2022-12-01T04:32:56+0300
Фрезеровщик (Пермь),Санкт-Петербург,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник,Нижний Тагил,140000.0,,RUR,2022-12-01T11:31:48+0300
Специалист инспекционного контроля,Набережные Челны,40000.0,60000.0,RUR,2022-12-01T09:55:57+0300
Инженер отдела транспортной безопасности на ХАРАСАВЭЙСКОЕ ГКМ (безопасность дорожного движения),Новый Уренгой,120000.0,150000.0,RUR,2022-12-01T10:45:46+0300
Фрезеровщик (Пермь),Краснокамск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь (Пермь),Краснокамск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Шлифовщик,Курган,120000.0,,RUR,2022-12-01T11:36:53+0300
Токарь (Пермь),Йошкар-Ола,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Инженер по обслуживанию систем безопасности,Армавир,50000.0,,RUR,2022-12-01T11:12:48+0300
Токарь,Алатырь,121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
Бизнес - аналитик производственных процессов (проекты по консалтингу производственных предприятий),Казань,150000.0,,RUR,2022-12-01T07:40:56+0300
Токарь,Новомосковск (Тульская область),121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
Оператор (наладчик) ЧПУ Токарная группа,Рязань,,110000.0,RUR,2022-12-01T09:07:10+0300
Программист,Архангельск,60000.0,,RUR,2022-12-01T08:41:45+0300
Оператор (наладчик) ЧПУ Токарная группа,Ярославль,,110000.0,RUR,2022-12-01T09:07:20+0300
Резьбошлифовщик,Саранск,30000.0,,RUR,2022-12-01T10:50:46+0300
Оператор (наладчик) ЧПУ Токарная группа,Казань,,110000.0,RUR,2022-12-01T09:07:06+0300
Программист 1С,Томск,100000.0,,RUR,2022-12-01T07:35:32+0300
Механик по выпуску автотранспорта,Новый Уренгой,100000.0,,RUR,2022-12-01T10:49:11+0300
Инженер-механик (п.Керамкомбинат),Искитим,45000.0,68000.0,RUR,2022-12-01T09:53:50+0300
Заместитель начальника информатизации,Кемерово,35000.0,35000.0,RUR,2022-12-01T06:19:46+0300
Java-разработчик (Strong Middle/Senior),Ташкент,,25000000.0,UZS,2022-12-01T09:51:02+0300
Инженер Центра Управления магистральная сеть,Ярославль,,58000.0,RUR,2022-12-01T08:40:31+0300
Инженер группы технической поддержки,Ярославль,,40000.0,RUR,2022-12-01T08:40:56+0300
Инженер связи (монтажник),Архангельск,40000.0,,RUR,2022-12-01T10:42:17+0300
Механик гаража,Искитим,19000.0,,RUR,2022-12-01T06:23:39+0300
Ведущий программист,Тверь,120000.0,,RUR,2022-12-01T09:21:02+0300
Инженер по АСУП/Системный аналитик,Екатеринбург,40000.0,55000.0,RUR,2022-12-01T08:12:22+0300
"Механик, г. Улан-Удэ",Улан-Удэ,40000.0,,RUR,2022-12-01T05:24:10+0300
Шлифовщик,Омск,120000.0,,RUR,2022-12-01T11:36:53+0300
Фрезеровщик (Пермь),Чернушка,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Инженер 1 категории / Слаботочник,Москва,85000.0,,RUR,2022-12-01T09:19:39+0300
Токарь (Пермь),Чернушка,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Механик ДСУ,Карпинск,47000.0,,RUR,2022-12-01T07:26:56+0300
Техник ОПС,Астана,200000.0,200000.0,KZT,2022-12-01T06:49:03+0300
Токарь-универсал,Пенза,120000.0,,RUR,2022-12-01T08:40:29+0300
Токарь (Пермь),Чайковский,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
